text,Sentiment,Score,date
@Niyiafrika02 Support Our Security Agencies #NigeriaDecides2023,POSITIVE,0.9131461381912231,2023-02-09 17:07:04+00:00
@Niyiafrika02 Support Our Security Agencies #NigeriaDecides2023,POSITIVE,0.9131461381912231,2023-02-09 16:12:34+00:00
@Niyiafrika02 Support Our Security Agencies #NigeriaDecides2023,POSITIVE,0.9131461381912231,2023-02-09 16:09:52+00:00
@Niyiafrika02 Support Our Security Agencies #NigeriaDecides2023,POSITIVE,0.9131461381912231,2023-02-17 09:50:14+00:00
Have you stepped out today .. ?? Should things actually be going like this ?? #savemyeconomy #ssd #AID #NigeriaDecides2023,NEGATIVE,0.9973190426826476,2023-02-17 09:45:37+00:00
Progressives/BATIFIED should download this CityBoy app to monitor the election in real-time. Let’s do this and win… https://t.co/xHmyWDa2BH,NEGATIVE,0.8329019546508789,2023-02-17 09:36:37+00:00
The Nigeria Borders will be shut down ahead of the 2023 General Election after Nigeria Immigration confiscated over… https://t.co/hm0Gu0kekT,NEGATIVE,0.9981786012649536,2023-02-17 09:33:52+00:00
Nigeria is set to shut her borders ahead of the coming general elections to prevent illegal aliens from participati… https://t.co/63ASpfXmuc,NEGATIVE,0.994138479232788,2023-02-17 09:33:05+00:00
Let us monitor the 2023 elections directly from our Polling Units by uploading the Credible/Final result here 👇🏼👇🏼… https://t.co/UVwNxpXJfo,NEGATIVE,0.9960446357727052,2023-02-17 09:32:14+00:00
Watch and listen to the summary of Asiwaju Bola Ahmed Tinubu @officialABAT RENEWED HOPE plans for Healthcare in Nig… https://t.co/HPWLVApG3G,NEGATIVE,0.8719191551208496,2023-02-17 09:29:21+00:00
Earlier this week: Situation Room State level training of election observers in Oyo State for the 2023 General Elec… https://t.co/QYOsjVzp1E,NEGATIVE,0.9738436341285706,2023-02-17 09:20:33+00:00
Nigeria is set to shut borders ahead of the coming elections to prevent illegal aliens from participating in the ge… https://t.co/ySH1W2ZPrb,NEGATIVE,0.9917228817939758,2023-02-17 09:19:14+00:00
I don't like all these riots. We are complicating things. All these protest/riots should be taken to the polling un… https://t.co/AbUPxW4wMA,NEGATIVE,0.997349739074707,2023-02-17 09:15:27+00:00
@scarfizal Support Our Security Agencies. #NigeriaDecides2023. @nigimmigration,NEGATIVE,0.9843643307685852,2023-02-17 08:58:50+00:00
@DavidsOffor Support Our Security Agencies. #NigeriaDecides2023.,POSITIVE,0.7391730546951294,2023-02-17 08:58:13+00:00
@theoloriherself @nigimmigration Support Our Security Agencies. #NigeriaDecides2023. @nigimmigration,NEGATIVE,0.8895372152328491,2023-02-17 08:57:50+00:00
@IbiShittu @nigimmigration Support Our Security Agencies. #NigeriaDecides2023. @nigimmigration,NEGATIVE,0.927056074142456,2023-02-17 08:57:18+00:00
@princepogu Support Our Security Agencies. #NigeriaDecides2023. @nigimmigration,NEGATIVE,0.9812780022621156,2023-02-17 08:56:55+00:00
@MrLekanAdigun @PoliceNG Support Our Security Agencies. #NigeriaDecides2023.,NEGATIVE,0.6645569801330566,2023-02-17 08:56:37+00:00
@DavidsOffor @nigimmigration Support Our Security Agencies. #NigeriaDecides2023. @nigimmigration,NEGATIVE,0.9463247656822203,2023-02-17 08:56:16+00:00
@Sofiagains Support Our Security Agencies. #NigeriaDecides2023. @nigimmigration,NEGATIVE,0.9879159927368164,2023-02-17 08:56:01+00:00
@abdulahmed332 @PoliceNG Support Our Security Agencies. #NigeriaDecides2023.,NEGATIVE,0.7156199812889099,2023-02-17 08:55:41+00:00
@abdulahmed332 Support Our Security Agencies. #NigeriaDecides2023. @nigimmigration,NEGATIVE,0.9653297066688538,2023-02-17 08:55:21+00:00
@baddest_cash @PoliceNG Support Our Security Agencies. #NigeriaDecides2023. @nigimmigration,NEGATIVE,0.9977681636810304,2023-02-17 08:55:10+00:00
@DefenseNigeria Support Our Security Agencies. #NigeriaDecides2023. @nigimmigration,NEGATIVE,0.984252154827118,2023-02-17 08:54:50+00:00
Nigeria will be shutting her borders ahead of the upcoming General Elections #NigeriaDecides2023 to prevent illegal… https://t.co/iX9dQJawQk,NEGATIVE,0.9959619641304016,2023-02-17 08:53:58+00:00
@DejiAdesogan Support Our Security Agencies. #NigeriaDecides2023,POSITIVE,0.5433555245399475,2023-02-17 08:50:02+00:00
@princepogu Support Our Security Agencies. #NigeriaDecides2023,POSITIVE,0.9123154282569884,2023-02-17 08:49:51+00:00
@Journalist_Mind Support Our Security Agencies. #NigeriaDecides2023,POSITIVE,0.5802021026611328,2023-02-17 10:45:26+00:00
@Journalist_Mind Support Our Security Agencies. #NigeriaDecides2023,POSITIVE,0.5802021026611328,2023-02-17 08:49:24+00:00
@theoloriherself Support Our Security Agencies. #NigeriaDecides2023,POSITIVE,0.6426690816879272,2023-02-17 08:49:07+00:00
@isaajibola @PoliceNG Support Our Security Agencies. #NigeriaDecides2023,POSITIVE,0.7255873680114746,2023-02-17 08:48:51+00:00
@IbiShittu Support Our Security Agencies. #NigeriaDecides2023,POSITIVE,0.9649130702018738,2023-02-17 08:48:39+00:00
@theoloriherself @PoliceNG Support Our Security Agencies. #NigeriaDecides2023,NEGATIVE,0.5440924763679504,2023-02-17 08:45:55+00:00
@lollylarry1 @PoliceNG Support Our Security Agencies. #NigeriaDecides2023,NEGATIVE,0.9177374839782716,2023-02-17 08:45:27+00:00
@scarfizal @PoliceNG Support Our Security Agencies. #NigeriaDecides2023,NEGATIVE,0.6585028767585754,2023-02-17 10:43:23+00:00
@scarfizal @PoliceNG Support Our Security Agencies. #NigeriaDecides2023,NEGATIVE,0.6585028767585754,2023-02-17 08:45:02+00:00
@Niyiafrika02 Support Our Security Agencies. #NigeriaDecides2023,POSITIVE,0.9229149222373962,2023-02-17 10:43:01+00:00
@Niyiafrika02 Support Our Security Agencies. #NigeriaDecides2023,POSITIVE,0.9229149222373962,2023-02-17 08:44:09+00:00
7days to General Election #NigeriaDecides2023,NEGATIVE,0.935155987739563,2023-02-17 08:43:46+00:00
The Former President “Goodluck Jonathan” also had Naira note redesigned during his regime and things didn’t go sour… https://t.co/iYxPz55Sxz,POSITIVE,0.9840543866157532,2023-02-17 08:43:05+00:00
It's all looking like Lagos State will be volatile on the 25th of February 2023. It is now the responsibility of th… https://t.co/7jqQGFQTUX,NEGATIVE,0.9930203557014464,2023-02-17 08:42:04+00:00
@emmaikumeh Nigeria leave tribalism and vote a man coming to serve u.and not a man that thinks he owns Nigeria like… https://t.co/zt0JsiSUUj,NEGATIVE,0.994814157485962,2023-02-17 08:41:24+00:00
Peter Obi making a vow never to leave APGA. APGA national chairman believes PO will not achieve anything politicall… https://t.co/cyijIyessy,NEGATIVE,0.9989452958106996,2023-02-17 08:38:05+00:00
Young people are 40% of Nigeria’s registered voters. They could decide who wins next week’s presidential election —… https://t.co/QVtJJizNAt,NEGATIVE,0.872408390045166,2023-02-17 08:34:03+00:00
I agree. Experiences of life are there to guide us to a better future. No one should consciously walk back into the… https://t.co/xbqbojSfVY,POSITIVE,0.9951239228248596,2023-02-17 08:32:03+00:00
Support Our Security Agencies #NigeriaDecides2023,POSITIVE,0.9651497602462769,2023-02-17 08:31:28+00:00
Politicians are Printing Fake Naira and Dollars for Election!!! It would be painful to sell your votes and then rea… https://t.co/PXtiOzoJfQ,NEGATIVE,0.9995051622390748,2023-02-17 08:27:08+00:00
conversation revealed that they are eligible to vote and promised to cast their vote for credible candidates devoid… https://t.co/ujbcv7xtJc,NEGATIVE,0.9937582015991212,2023-02-17 08:26:55+00:00
7 days to Nigeria’s Presidential and National Assembly Elections. Wishing my African brothers and sisters in Nigeri… https://t.co/KmFaJKHlHi,NEGATIVE,0.7355846166610718,2023-02-17 08:26:48+00:00
The Center for Control of Small Arms and Light Weapons received weapons and ammunition from @PoliceNG as the Inspec… https://t.co/9p7FMF3EFM,NEGATIVE,0.9934007525444032,2023-02-17 08:07:35+00:00
To stop vote buying with all my might - @MBuhari in 2023 😂😂😂 #NigeriaDecides2023,NEGATIVE,0.9973942041397096,2023-02-17 07:49:05+00:00
Either tinubu or atiku winning the #NigeriaDecides2023 election means #God has given up on #Nigeria,NEGATIVE,0.8516532182693481,2023-02-17 07:47:39+00:00
@Billioninabag I'm happy to see this opportunity! I will let the world 🌎 know about #tiwicat so help me God.… https://t.co/xkcOGGTmAE,POSITIVE,0.9977056384086608,2023-02-17 07:42:29+00:00
Why is Tinubu's boys clashing with police at this crucial time? This election can not be postponed because of this.… https://t.co/xklww3ePQg,POSITIVE,0.9843445420265198,2023-02-17 07:40:01+00:00
#TOKO 🤝 #arisetv 3:00PM GMT today #NigeriaDecides2023 https://t.co/Sg3OvTSE3b,NEGATIVE,0.9910049438476562,2023-02-17 07:37:26+00:00
Na only Kaduna citizen fit buy this money now like this oooo sorry bro 😂😂😂😂😂 let me call their new president for yo… https://t.co/5FH70SnKXQ,NEGATIVE,0.9995380640029908,2023-02-17 07:33:42+00:00
Its 7 days countdown to the elections that will determine if we are finally moving into the 21st century or moving… https://t.co/TpIRu5IH2b,NEGATIVE,0.9875847697257996,2023-02-17 07:30:35+00:00
Chess game ongoing now ahead of #NigeriaDecides2023 https://t.co/09uZzL6wBT,POSITIVE,0.9881983399391174,2023-02-17 07:26:49+00:00
The INEC Result Viewing Portal (IREV) is a website dedicated to enhance transparency in the collation of election r… https://t.co/JeoDb20a63,POSITIVE,0.9845430254936218,2023-02-17 07:24:30+00:00
The only thing that changed in 8 years....The COWntry got worst and @OfficialAPCNg must take the whole blame. They… https://t.co/uTvPHxlVvg,NEGATIVE,0.9992819428443908,2023-02-17 07:24:27+00:00
HAPPENING TODAY- The women in politics forum has organized a National Dialogue with mapped out stakeholders to addr… https://t.co/UiO18bgj2v,POSITIVE,0.9890361428260804,2023-02-17 07:24:19+00:00
Sad to hear an elected official express delight that some areas in their constituency lack basic financial services… https://t.co/jIJ16wAgJH,NEGATIVE,0.9865698218345642,2023-02-17 07:21:11+00:00
@Yahaya_IV I salute the courage of Gov. Samuel Ioraer Ortom for standing with the people of Benue State and general… https://t.co/CEW0dgavq4,POSITIVE,0.9975526928901672,2023-02-17 07:19:50+00:00
To be elected as President of Nigeria You need to win the popular 🗳 &amp; 25% of the 🗳  in at least 24 of the 36 states… https://t.co/HbPIoV3KMU,POSITIVE,0.7608274221420288,2023-02-17 07:15:35+00:00
Order for your live support machine and keep for your house before 25 February.. In case they breakfast choke you😂… https://t.co/vXQTfpUuZv,NEGATIVE,0.9978474378585817,2023-02-17 07:10:23+00:00
Civil Society Organisations (CSOs) and the media on Wednesday met to chart ways of achieving credible general elect… https://t.co/wQCQJtsDj8,NEGATIVE,0.6181831359863281,2023-02-17 07:08:29+00:00
Same person applauding the policy on twitter is the same person complaining on Instagram...... Haba!!!!… https://t.co/KrsKWwBEXF,NEGATIVE,0.9968129992485046,2023-02-17 07:02:49+00:00
Life is becoming unbearable for a common man in Nigeria!#NigeriaDecides2023 https://t.co/v87YN4LiyT,NEGATIVE,0.99811589717865,2023-02-17 07:02:37+00:00
"📣 New Podcast! ""Moral Treats - Praying for Nigeria"" on @Spreaker #electionsng2023 #godsword #lbcentertainment… https://t.co/6vzpLOm8gf",NEGATIVE,0.9870882034301758,2023-02-17 07:01:07+00:00
#NigeriaDecides2023 Nigeria are we ready to go on a frequency protest I need artist like this to turn up please abo… https://t.co/UzJB9Zwzo1,NEGATIVE,0.984291672706604,2023-02-17 06:59:40+00:00
Do not #pray for a new #Nigeria if you do not have a PVC or you are unwilling to come out and #vote on #election da… https://t.co/vsTWx9d26i,NEGATIVE,0.9947584271430968,2023-02-17 06:48:26+00:00
@channelstv Dear @elrufai  even a blind man can see what terrible person you are. Your voice is only loudest when y… https://t.co/LrwORTXfal,NEGATIVE,0.9772912859916688,2023-02-17 06:42:34+00:00
TGIF Gombe from @DavidMosesOlofu @Amanafm98_1 morning Drive 🌅🌅 join us for News 🗞️🗞️🗞️ headlines Guest segment on A… https://t.co/NTInCBCZ0a,NEGATIVE,0.9566302299499512,2023-02-17 06:38:29+00:00
8 Days To Go. #NigeriaDecides2023 https://t.co/AS0uCo1kKG,NEGATIVE,0.9915578365325928,2023-02-17 06:37:26+00:00
@GazetteNGR Dear @GazetteNGR why not report things as it is? Why can’t the British government plead to ensure a fre… https://t.co/vqBAR50UP3,NEGATIVE,0.9972959160804749,2023-02-17 06:35:11+00:00
@Letter_to_Jack What APC cannot destroy doesn’t exist. #NigeriaDecides2023 #VoteOutAPC #SayNoToPDP,NEGATIVE,0.9960002303123474,2023-02-17 06:29:07+00:00
PO at #owerri yesterday. Let's better #Nigeria #NigeriaDecides2023 https://t.co/k4KuwqY4Um,NEGATIVE,0.9953201413154602,2023-02-17 06:09:28+00:00
@isaacwalex Let’s hope this frustration energy is channelled to choosing the best option for a better Nigeria🤞#NigeriaDecides2023,NEGATIVE,0.9911466240882874,2023-02-17 06:07:16+00:00
@Aminaruk Same people that said we wanted to overthrow Buhari during EndSars are now planning to overthrow Our love… https://t.co/ORvMlu512O,NEGATIVE,0.9897528886795044,2023-02-17 05:53:08+00:00
What Makes Nigeria So Insecure? @DeutscheWelle: https://t.co/rUNVyRpQDu #Nigeria #NigeriaDecides2023 https://t.co/hmn0KYoRNb,NEGATIVE,0.998204231262207,2023-02-17 05:48:55+00:00
One of the penalties of refusing to participate in politics is that you end up being governed by your inferiors- Pl… https://t.co/bsVskoWKuX,NEGATIVE,0.9964715242385864,2023-02-17 05:45:21+00:00
Nigerians please let's be very careful. I had a dream last night that I hausa people took over the country and turn… https://t.co/efDmXmZOmL,NEGATIVE,0.9847347736358644,2023-02-17 05:40:09+00:00
@TheEconomist endorses @PeterObi for #NigeriaDecides2023  Nigeria desperately needs a new kind of leadership | The… https://t.co/IhgKZdPtcQ,NEGATIVE,0.9964112639427184,2023-02-17 05:10:55+00:00
Message to those planning to buy voters: we know who we want. #presidentialelection #NigeriaDecides2023,NEGATIVE,0.978878140449524,2023-02-17 05:06:02+00:00
#Chimamanda Ngozi Adichie with the podcast voice 💕💕making some #Obident sense 👏🏽👏🏽 #NigeriaDecides2023 is getting c… https://t.co/iUlfCaxnRD,NEGATIVE,0.9964027404785156,2023-02-17 04:08:17+00:00
#NigeriaDecides2023 Tinubu and others should have an open presidential DEBATE https://t.co/kjHaUyWfML,NEGATIVE,0.8408811092376709,2023-02-17 04:03:31+00:00
#NigeriaDecides2023 Nigerians have decided Peter obi,NEGATIVE,0.929006576538086,2023-02-17 04:00:44+00:00
Speaker Of the House of Reps @femigbaja flares up on the position of this country on the New Naira policy.… https://t.co/Ok1drzuumG,POSITIVE,0.991527497768402,2023-02-17 03:50:31+00:00
The greatest quality we need in a leader who will lead this country or anywhere else is first ; Empathy &amp; Capacity… https://t.co/EWefxQyJL3,POSITIVE,0.9969009160995485,2023-02-17 03:37:54+00:00
Tell them sir #fypシ #PeterObiForPresident2023 #NigeriaDecides2023 #Politics #TrendingNow https://t.co/xTRedIC3bX,NEGATIVE,0.990991711616516,2023-02-17 03:19:32+00:00
@channelstv Parallel  governments in #Nigeria #NigeriaDecides2023,NEGATIVE,0.985602080821991,2023-02-17 03:08:58+00:00
@PeterObi is the light- Babachir Lawal. #NigeriaDecides2023 https://t.co/Y5md2VGvTq,NEGATIVE,0.9758831858634948,2023-02-17 03:02:01+00:00
@DavidHundeyin @elrufai @dss_nigeria needs to invite @elrufai for questioning before he creates chaos and anarchy.… https://t.co/5jH5qHQpWR,NEGATIVE,0.9975917339324952,2023-02-17 02:54:51+00:00
#Nigeria #NigeriaDecides2023 #UkraineRussiaWar Nigerians revolt at the Central Bank after it declared old currency… https://t.co/LoSOsZZmfo,NEGATIVE,0.9965800642967224,2023-02-17 02:40:28+00:00
@Keisha_Lakish ...and a little child shall lead them. This is the request we tender before you as… https://t.co/ynmcHzQSmA,POSITIVE,0.9832944869995116,2023-02-17 02:02:19+00:00
Bruce Willis’ family shares an update on his health and new diagnosis https://t.co/wp2cNquabc Fetterman Chris Brown… https://t.co/vLfYaHiaGY,NEGATIVE,0.8789545893669128,2023-02-17 01:33:50+00:00
USIP: 🇳🇬 A central demand amid Nigeria's electoral campaign is a better inclusion of the country's hundreds of ethn… https://t.co/2Bb8BcFVY1,POSITIVE,0.917056441307068,2023-02-17 01:29:13+00:00
Gov El-Rufai Exposes Buhari's Ambition to Thwart Democracy https://t.co/ZzUIInLAFG via @news_primestar… https://t.co/BJajlr1538,NEGATIVE,0.96354740858078,2023-02-17 01:27:47+00:00
@AkwariCharles I concur. What @MBuhari is doing as well is dangerous. He's setting wrong precedence by flouting Sup… https://t.co/ZttOz4hC6Z,NEGATIVE,0.9958143830299376,2023-02-17 01:03:29+00:00
😄 not @elrufai trying to launder money by turning himself into a clearing house for central bank of Kaduna… https://t.co/dmAIei4pZz,NEGATIVE,0.9963411688804626,2023-02-17 00:55:39+00:00
@eobilo Elections have real life consequences #NigeriaDecides2023 #VoteOutAPC #SayNoToPDP #ObiDatti2023,NEGATIVE,0.9864618182182312,2023-02-17 00:53:46+00:00
@SavvyRinu Nigerian youth: it's time to rewrite the story of your great nation. You can no longer sit idly by and w… https://t.co/8TGGX2CEeV,NEGATIVE,0.997063934803009,2023-02-17 00:42:14+00:00
@officialABAT Lagos is coming to Aso Rock..you lead.. WE FOLLOW #NigeriaDecides2023,POSITIVE,0.9436662793159484,2023-02-17 00:36:40+00:00
Nigerian youth: it's time to rewrite the story of your great nation. You can no longer sit idly by and watch as cor… https://t.co/GXhyHun0FG,NEGATIVE,0.9989168643951416,2023-02-17 00:36:38+00:00
Vote @PeterObi for better tomorrow. #PeterObi4President2023 #2023Elections #LabourParty #NigeriaDecides2023… https://t.co/Zb2o3anNxC,NEGATIVE,0.9883409142494202,2023-02-17 00:25:01+00:00
Let’s go out their and vote our conscience. It does not matter what party you support; let be from your conviction… https://t.co/RrGvxFF5aZ,NEGATIVE,0.971847414970398,2023-02-17 00:19:14+00:00
U see and u no u can help this person but u just turn a blind eye or say keep up the hustle😒… that’s pure wickednes… https://t.co/LpB4Sbn7nQ,NEGATIVE,0.9922407865524292,2023-02-17 00:13:32+00:00
Goodness! A nation is being saved and delivered from the shackles of oppressors through @MBuhari. What a time to be… https://t.co/uVJEfIhhjV,POSITIVE,0.9660916924476624,2023-02-16 23:40:13+00:00
Let’s get ready to bring our Friends along to Vote… #PeterObi4President2023 #PeterObi #2023Elections… https://t.co/VlVx9faWyK,NEGATIVE,0.9690732359886168,2023-02-16 23:30:50+00:00
Last Last Benue state governor Samuel Loraer Ortom don openly talk say him dey support Peter Obi ✊🏾… https://t.co/e0tiUI0MCs,NEGATIVE,0.972348153591156,2023-02-16 23:28:48+00:00
Keyamo come &amp; see that this jungle has scattered kpatakpata. 𝗘𝗟-𝗥𝘂𝗳𝗮𝗶 said Buhari is on his own oo. He said Kaduna… https://t.co/Oo7u5r00Hp,NEGATIVE,0.9971466660499572,2023-02-16 23:16:32+00:00
The governor is running a parallel government with its currency. The President should declare a state of emergency… https://t.co/kVuBHTg5pQ,NEGATIVE,0.9921696782112122,2023-02-16 23:14:55+00:00
The president's broadcast has paid off. N50 million naira being returned by one flour trader. #NigeriaDecides2023… https://t.co/dzbHCkNsRF,NEGATIVE,0.9966776371002196,2023-02-16 23:14:08+00:00
Peter Obi and the Obidient Movement's influence on the 2023 Elections was discussed on Aljazeera🔥🔥. Obidients keep… https://t.co/EB4SAuoWB5,NEGATIVE,0.9520981311798096,2023-02-16 23:01:42+00:00
Nasir El rufai's broadcast asking the people of Kaduna state to disregard the GCFR order is grossly and grievously… https://t.co/Fjl5jCuRY1,NEGATIVE,0.997575342655182,2023-02-16 22:59:03+00:00
FG launched national school security and emergency response center #NigeriaDecides2023  #safeschools https://t.co/kvfBUTerwP,NEGATIVE,0.9533032178878784,2023-02-16 22:57:59+00:00
Obidients Situation Room report hash tag #SOSREX. Thank you @KelvinOnyeoma #NigeriaDecides2023 #Vote4LP https://t.co/H8uXWuDhU8,NEGATIVE,0.9761438965797424,2023-02-16 22:55:24+00:00
Abuja are you ready. Let's turn up for our final push to victory to birth a new Nigeria 🇳🇬🇳🇬..it is POssible. Let's… https://t.co/BEzYt8D1nD,POSITIVE,0.992823839187622,2023-02-16 22:54:34+00:00
...not quite sure we've had a more defining moment in our political history as the choices we'll have to make in th… https://t.co/4OdaoCV7m6,NEGATIVE,0.996335744857788,2023-02-16 22:07:11+00:00
These two leaders have created many APC overnight wailers by just one monetary policy designed to checkmate kidnapp… https://t.co/kYjkMAxb5B,NEGATIVE,0.994985818862915,2023-02-16 22:04:26+00:00
Gbam! We're not hiding! #NigeriaDecides2023 #VotePeterObiForPresident2023 https://t.co/yMxK1lhM1B,NEGATIVE,0.9836817979812622,2023-02-16 22:04:09+00:00
@thecableindex Nasir El rufai should also be invited by DSS to prove his allegation though immunity shielded him ot… https://t.co/VcfVp3tj3n,NEGATIVE,0.973097324371338,2023-02-16 22:02:32+00:00
Look at them😂😂. Wike gave them masterclass on governance and e choked them. When @PeterObi move Nigeria from consum… https://t.co/VEG7ul7tVo,NEGATIVE,0.9735409617424012,2023-02-16 21:58:40+00:00
We are getting ready for voters' education this weekend! Voting is your right and civic responsibility.… https://t.co/x1kusdZYHW,POSITIVE,0.9955148100852966,2023-02-16 21:57:30+00:00
1/4 It has been a great five or so days here in Abuja working w/ the brilliant @IRIglobal Nigeria team In the lead… https://t.co/DuuQc5HdfY,POSITIVE,0.9546326398849488,2023-02-16 21:57:25+00:00
We are getting ready for voters' education this weekend! Voting is your right and civic responsibility.… https://t.co/tzMXmHnhHj,POSITIVE,0.9956809282302856,2023-02-16 21:57:05+00:00
We pray for a successful elections and protection of candidates and voters from dangers of the eveil one in Jesus n… https://t.co/ShgXtafiXQ,NEGATIVE,0.9172937273979188,2023-02-16 21:57:01+00:00
We are getting ready for voters' education this weekend! Voting is your right and civic responsibility.… https://t.co/exxMUHxP0y,POSITIVE,0.9896389245986938,2023-02-16 21:56:28+00:00
The new naira notes and its intentions has been a fiasco. I heard the submission of the CBN chief about the cause o… https://t.co/SbL0mqP6Xt,NEGATIVE,0.99382221698761,2023-02-16 21:56:28+00:00
Ahh! God abeggggggggggg! Help us ooo 🤣🤣🤣🤣  #Balablu #NigeriaDecides2023 https://t.co/4gJdtE3DMi,NEGATIVE,0.9965834021568298,2023-02-16 21:55:49+00:00
This man is too smart a man not to support @PeterObi Wike dey there!! Na man of the people! I beat my chest… https://t.co/nwbrpCOVHt,NEGATIVE,0.814057469367981,2023-02-16 21:47:00+00:00
A New Poll by @RedfieldWilton on the Presidential Election #NigeriaDecides2023 favours Mr @PeterObi of the… https://t.co/gcEZp75BHo,NEGATIVE,0.9149762988090516,2023-02-16 21:44:33+00:00
Now that The federal government is sent to damage the proposed APC plans with banning of #1000 and #500 Naira. I ho… https://t.co/k5gXvOtsQY,NEGATIVE,0.998908519744873,2023-02-16 21:44:25+00:00
#Nigerians are wicked! @officialABAT @OfficialAPCNg #NigeriaDecides2023 #Nigeria #RescueNigeria #Jagaban #Endsars… https://t.co/0CLQl7eVSS,NEGATIVE,0.9750365614891052,2023-02-16 21:43:28+00:00
Tinubu has gone to sacrifice @TonyeCole1 on the altar of Werey Wike @GovWike evil altar in PH. Tonye you are more H… https://t.co/WCZWa7aWFm,NEGATIVE,0.987564980983734,2023-02-16 21:42:45+00:00
A New Poll by @RedfieldWilton on the Presidential election #NigeriaDecides2023 favours Mr @PeterObi of the… https://t.co/MlyesZrk9P,NEGATIVE,0.9445507526397704,2023-02-16 21:39:42+00:00
Nigeria is erupting right now as a government purposely loaded pressure on it’s citizens | by TB Obwoge | #Africa… https://t.co/jlr0eKDa4K,NEGATIVE,0.9951505661010742,2023-02-16 21:39:34+00:00
For those shouting emilokan upandan this is the kind of disregard the ancestral stool of oduduwa kingdom will be su… https://t.co/ajCq935blg,NEGATIVE,0.999403715133667,2023-02-16 21:38:12+00:00
Obidients Situation Room report hash tag #SOSREX. Thank you @AbdulMahmud01 #NigeriaDecides2023 #Vote4LP https://t.co/fJGSavnidz,NEGATIVE,0.9873681664466858,2023-02-16 21:31:08+00:00
Let's all go out there and perform our civil right and vote in the right people that will bring about a stability a… https://t.co/M4LwQNOBZt,POSITIVE,0.888187825679779,2023-02-16 21:31:03+00:00
If CBN rejects Old Naira Notes 💵 We go dey use am within ourselves.😒🤫#CBN #Newniaranote #NigeriaDecides2023 https://t.co/wD4NRIODsR,NEGATIVE,0.9951810240745544,2023-02-16 21:28:39+00:00
Oshiobaba explaining to the masses on the streets of Edo state the role Gov. Obaseki is playing in this naira scarc… https://t.co/H7vjC3PPy2,NEGATIVE,0.9842543601989746,2023-02-16 21:28:27+00:00
"These pictures reminds me of one nursery rhyme we used to sing back then when pushing ""Wast£ 🗑 bin""  to go dispose… https://t.co/aasbgiVF8L",NEGATIVE,0.9789471626281738,2023-02-16 21:25:41+00:00
National Rebirth: A New Nigeria is Possible. Vote labour party (LP)#NigeriaDecides2023 Labour Party https://t.co/nilYBbsWiU,POSITIVE,0.9908567667007446,2023-02-16 21:24:59+00:00
The outcome of this #NigeriaDecides2023 is going to generate two important data for us. Number of people with norma… https://t.co/JNLejG8ftK,POSITIVE,0.9625381827354432,2023-02-16 21:21:08+00:00
WEF carbon free fiasco is an elite conspiracy to exploit citizens of the world. Where would US get over 20 trillion… https://t.co/4FbX1caJRn,NEGATIVE,0.9931835532188416,2023-02-16 21:20:14+00:00
My view on President Muhammadu Buhari pronouncement and the ongoing Naira scarcity crisis in the country and the co… https://t.co/ks2bp4w1tz,NEGATIVE,0.936977744102478,2023-02-16 21:19:05+00:00
Why do some people run for president or other political positions when they know they have no chance?… https://t.co/RsAdGatYKm,NEGATIVE,0.9971711039543152,2023-02-16 21:18:43+00:00
WEF carbon free fiasco is an elite conspiracy to exploit citizens of the world. Where would US get over 20 trillion… https://t.co/uab88QKuVu,NEGATIVE,0.9946288466453552,2023-02-16 21:18:34+00:00
There is nowhere in Nigeria Peter Obi is not known or loved. Both the young &amp; the old knows &amp; love him. This will b… https://t.co/1RjouaLOop,POSITIVE,0.978228747844696,2023-02-16 21:18:18+00:00
Anytime we plan to cook Manchester United Eric 10 Hag will send Rashford and Casemero to come and steal our Gas ⛽… https://t.co/F9MqbqX6GP,NEGATIVE,0.9885739088058472,2023-02-16 21:13:39+00:00
We love you too 💙 #PeterObi4President2023 #ObiDatti2023 #NigeriaDecides2023 https://t.co/d7iLBHBKDZ,NEGATIVE,0.9656265377998352,2023-02-16 21:09:59+00:00
Breaking News: Chimamanda Ngozi Adichie has endorsed HE Peter Obi as the best presidential candidate for 2023.… https://t.co/epB5aqCHGR,POSITIVE,0.9616970419883728,2023-02-16 21:09:54+00:00
@frankedoho You can say that again.. to a greater Nigeria. The govt is coming back to the people through PO and Dat… https://t.co/Hu4ttVR8XR,POSITIVE,0.6398283839225769,2023-02-16 21:07:24+00:00
They ddnt show us Ibadan stadium today. No money 🤣🤣🤣#NigeriaDecides2023,NEGATIVE,0.9899070262908936,2023-02-16 21:06:59+00:00
Fg  has kicked off the National Schools Security and Emergency Response Centre designed to respond to emergencies a… https://t.co/WnIzhgd5P2,NEGATIVE,0.9945467710494996,2023-02-16 21:05:19+00:00
@elonmusk how can you partner with @inecnigeria @NGRPresident @MBuhari #NigeriaDecides2023 to deploy… https://t.co/JqIN3TAWtE,NEGATIVE,0.9826646447181702,2023-02-16 21:04:58+00:00
This is how Obidients are going to come prepared next week Saturday across all the pulling units to save Nigeria… https://t.co/XkGGTq3lYm,NEGATIVE,0.5948952436447144,2023-02-16 21:04:32+00:00
I don't understand how and why some part of the almighty ruling Party should be more opposition to their fellow rul… https://t.co/ebtcexFRri,NEGATIVE,0.9990109205245972,2023-02-16 21:04:31+00:00
